thread_name,username,post_content,posted_at
Elmina by Sime Darby v2,easywin3,"Email will be much more effective than you think it may not be. Usually it's monitored by high level management officer.Call to Service Center usually route you to operators only.I did file complaint to Genting, HongLeong, CIMB, Telekom, PizzaHut, Parkson etc.Only need to find correct mailbox and then send your complaint in complete details, the results will be unexpectedly efficient.","Jul 18 2017, 02:09 AM"
Elmina by Sime Darby v2,elmond,the car porch roof consider quite short,"Jul 18 2017, 05:36 PM"
Elmina by Sime Darby v2,Don don,How u do it? Can teach me ?,"Jul 18 2017, 05:49 PM"
Elmina by Sime Darby v2,elmond,er... check http://aeropod.myprism.biz/aero360/SDP/EV/EV2/index.html,"Jul 18 2017, 06:22 PM"
Elmina by Sime Darby v2,Don don,Can see ev4 ?,"Jul 19 2017, 09:51 AM"
Elmina by Sime Darby v2,turbologic,"Try this, it's a view of EV3, but EV4 is right behind ithttp://aeropod.myprism.biz/aero360/SDP/EV/EV3/index.html","Jul 19 2017, 10:20 AM"
Elmina by Sime Darby v2,Don don,Ok I find already thanks all . But how u all can get tis ?? Can share to me,"Jul 19 2017, 03:43 PM"
Elmina by Sime Darby v2,redalert,just login to ur PRIME account...u can see ur project progress...,"Jul 19 2017, 05:16 PM"
Elmina by Sime Darby v2,Yogi89,How to register PRIME account?,"Jul 19 2017, 05:27 PM"
Elmina by Sime Darby v2,37 Exposures,So high tech!,"Jul 20 2017, 10:38 AM"
Elmina by Sime Darby v2,Cyranodbg,"Hey guys,I am newbie here. But wondering if anyone here would have an idea how much it would cost to get a house ready for occupation say for example a 20x70 link house with intent to stay. Would most likely include kitchen top and cabinet, wardrobe, aircond, autogate, light fittings, grill, gas piping, wiring etc. (Exclude furniture and household appliance without extension or wall hacking). Assume mid range pricing on the install. Just to know how much I should put aside when the house is completed.","Jul 20 2017, 10:44 AM"
Elmina by Sime Darby v2,aaron1717,RM70k at least with basic renovation and major furniture included.... safest is RM100k... haha,"Jul 20 2017, 11:08 AM"
Elmina by Sime Darby v2,redalert,"Have u bought any of SD property? if yes, u should have PRIME record...then go to Sime Darby website, under PRIME login then register urself there...or else, download sime darby property apps for both android and apple store","Jul 20 2017, 11:41 AM"
Elmina by Sime Darby v2,Cyranodbg,Thanks. I had expected it be around that amount. Seems like upon completion we need to put at least 10% of the house value for basic reno.,"Jul 20 2017, 11:58 AM"
Elmina by Sime Darby v2,aaron1717,yea safest benchmark is 10% and above.... i just reno not long ago... hence i can give u the more accurate amount... provided ur contractor's quotation the same la haha,"Jul 20 2017, 12:27 PM"
Elmina by Sime Darby v2,Cyranodbg,First round of pain is now but still bearable. Second round of pain will come upon completion next year. Ouch ouch ouch !!!. Need a big pack of panadol. Haha,"Jul 20 2017, 02:34 PM"
Elmina by Sime Darby v2,lemina,"haha, u bought ev2?","Jul 20 2017, 02:47 PM"
Elmina by Sime Darby v2,Yogi89,I bought EV4 and registered at SD website.But no reply from them 🙁,"Jul 20 2017, 02:57 PM"
Elmina by Sime Darby v2,Cyranodbg,EV4. still no SPA yet. Probably ran out stamp.,"Jul 20 2017, 04:12 PM"
Elmina by Sime Darby v2,aaron1717,and also u need to ready for MOT payment upon transfer of title... haha....,"Jul 20 2017, 07:14 PM"
Elmina by Sime Darby v2,BRE,All on raya leave d? Yr sa can follow up 4 u,"Jul 20 2017, 10:11 PM"
Elmina by Sime Darby v2,Cyranodbg,"Comparing buying from Developer vs Ready completed with basic Reno.Basic Reno + 10%Discount. (3%) being conservative. SDP is giving 4-5% on average.Valuation report (3%) Required for ready made houseProgressive interest approx. + 1%Believe loan agreement, MOT, SPA have no major difference.Net difference to buyer is about 5%.Other consideration. - headache getting rectification on defect.Biggest variable is the market price appreciation for ready completed house. Can be 5-20% I think.Does this make any sense or have I miss something out?","Jul 23 2017, 10:52 AM"
Elmina by Sime Darby v2,s-one,When is good time to sell elmina ev2?,"Jul 23 2017, 02:24 PM"
Elmina by Sime Darby v2,lemina,probably 8-10years time.,"Jul 23 2017, 08:49 PM"
Elmina by Sime Darby v2,easywin3,So fast want to sell ?Join the party here : https://www.iproperty.com.my/buy/?k=elmina+valley,"Jul 24 2017, 04:48 PM"
Elmina by Sime Darby v2,s-one,Woowww..market price already 700k,"Jul 24 2017, 05:16 PM"
Elmina by Sime Darby v2,Stedz91,anyone have keana for sale ?,"Jul 25 2017, 01:31 PM"
Elmina by Sime Darby v2,s-one,Can pm me=),"Jul 26 2017, 10:32 AM"
Elmina by Sime Darby v2,aaron1717,yeah.... the completed subsales with reno might already stagnant in appreciation.... whereas your newer unit have a chance to appreciate up to 20% upon VP... haha.... but then something cannot be calculated by monetary value... the reno provided might not be up to your liking... and u need to detach those and renovate again.... lol....,"Jul 26 2017, 01:23 PM"
Elmina by Sime Darby v2,lightonokira,Anyone can share SA number for EV4 Type B?,"Jul 26 2017, 01:38 PM"
Elmina by Sime Darby v2,Cyranodbg,To all EV4 and EV3 owners.I am comparing the SDP brochure for both properties. Reason I chose EV4 although not sure if I am right.1. Car porch is slightly longer.2. Back lane is slightly wider.3. Decent Back yard for kitchen extension.Can anyone confirm this?,"Jul 26 2017, 05:11 PM"
Elmina by Sime Darby v2,lightonokira,I wonder why EV3 take up rate quite low compared to EV4,"Jul 27 2017, 01:45 AM"
Elmina by Sime Darby v2,ShInYoNg,Most likely is because of the courtyard in the middle of the house.,"Jul 27 2017, 11:02 AM"
Elmina by Sime Darby v2,lightonokira,"Why eh? is it that hideous?EDIT: I think it's a double edged sword, if done nicely it will look super nice, otherwise it will look very bad imo","Jul 27 2017, 01:25 PM"
Elmina by Sime Darby v2,ShInYoNg,"Is subjective. To me, it is not practical. That's why I chose EV4 over EV3. Haha","Jul 27 2017, 01:29 PM"
Elmina by Sime Darby v2,Cyranodbg,"For some, they may like it and could make it look very nice. But for me, it is just a waste of space. To each his own.","Jul 27 2017, 01:29 PM"
Elmina by Sime Darby v2,Jonker,"Of all phase in EV, only EV3 has inner courtyard is it?","Jul 27 2017, 01:40 PM"
Elmina by Sime Darby v2,Kritikal,anyone intrested in EV3 type A 20x60?,"Jul 27 2017, 01:53 PM"
Elmina by Sime Darby v2,Kritikal,i think because temple and water tank.,"Jul 27 2017, 02:12 PM"
Elmina by Sime Darby v2,jiwabesar,"If the temple land belong to sime darby, better for them to relocate the temple. Last time I check unit around temple still a lot available.","Jul 27 2017, 02:25 PM"
Elmina by Sime Darby v2,elmond,"It was legacy from almost all the farm all over Malaysia.The land actually gazetted as prayer land, so not much sime will do about it.","Jul 27 2017, 03:06 PM"
Elmina by Sime Darby v2,lightonokira,"Correct, it was for the estate workers way back in the early last century","Jul 27 2017, 03:16 PM"
Elmina by Sime Darby v2,jam_lennon,hm.. ev4 selling price from 793k?,"Jul 27 2017, 03:23 PM"
Elmina by Sime Darby v2,mr.thinkpad,so expensive for double storey lol,"Jul 27 2017, 04:21 PM"
Elmina by Sime Darby v2,lemina,What price range are u looking at then for a double storey?,"Jul 27 2017, 04:31 PM"
Elmina by Sime Darby v2,mr.thinkpad,500k,"Jul 27 2017, 04:55 PM"
Elmina by Sime Darby v2,lemina,"tough luck man.. don't think there will be any around that price range in Elmina, unless they decide to make something much smaller.. even ecoworld's in ijok area is slightly more than that for a smaller 20x60 size..","Jul 27 2017, 05:55 PM"
Elmina by Sime Darby v2,BRE,"500k mayb future apartment or townhouse, no way 4 dsl","Jul 27 2017, 06:26 PM"
Elmina by Sime Darby v2,brother love,Not to mention future Klinink Kesihatan beside EV3 and massive oxi pond beside EV1??,"Jul 27 2017, 07:11 PM"
Elmina by Sime Darby v2,swn525,,"Jul 27 2017, 07:50 PM"
Elmina by Sime Darby v2,lightonokira,"Can't wait for the showroom to be completed for EV3, gotta have a look at how they pimp it up","Jul 27 2017, 08:43 PM"
Elmina by Sime Darby v2,lightonokira,Bad or good?,"Jul 27 2017, 09:27 PM"
Elmina by Sime Darby v2,Cyranodbg,http://www.thestar.com.my/metro/community/...but-ras-say-it/Anyone has an opinion on this? Will this affect Elmina?,"Jul 28 2017, 12:00 AM"
Elmina by Sime Darby v2,BRE,Definitely will as its under mbsa 100% consent is 2 strict n almost impossible 2 achieve. So fencing nt allowed unless change 2 strata title. W/o fencing d security will b compromised,"Jul 28 2017, 12:03 AM"
Elmina by Sime Darby v2,aaron1717,puncak alam need 75% consent already susah gila weh.... this one wan 100%... the security forever cant establish liao....,"Jul 28 2017, 01:00 PM"
Elmina by Sime Darby v2,Sand Dust,"Even with 100%, without fencing, this just going to be useless for project that dont have nature barriers.So all current projects with fencing but non strata will need to be removed?Indeed a poor decision.","Jul 28 2017, 01:01 PM"
Elmina by Sime Darby v2,brother love,Elmina Gardens no gated guarded and appeared deserted definitely a security concern for such expensive houses,"Jul 28 2017, 02:35 PM"
Elmina by Sime Darby v2,Syamoes,"For EV4, during S&P signing, buyer require to sign supplement agreement to allow fence to be build around it together with guard post. I think it should not be a problem if all sign it. How about Ev1,2,3?","Jul 28 2017, 03:27 PM"
Elmina by Sime Darby v2,mushroom0320,"One question, if the units all fully sold before vp, then is consider 100% agree or not ?","Jul 28 2017, 05:19 PM"
Elmina by Sime Darby v2,Syamoes,The leftover unit will fall under developer jurisdiction. We will have to check with SD on their plan.,"Jul 28 2017, 05:40 PM"
Elmina by Sime Darby v2,lightonokira,"Correct, I did sign a similar sounding document","Jul 28 2017, 05:40 PM"
Elmina by Sime Darby v2,Sand Dust,"I will expect a lot of people buy for investment, looking at EG.So if someone sold their houses, and the new buyers do not agree to the agreement, then need to remove the whole fencing?Do I miss out something here or it just doesn't make sense","Jul 29 2017, 12:39 AM"
Elmina by Sime Darby v2,Tortilla,"Hi, i am new here. I am interested in EV4.Can anyone pm me about the price of EV4 type A intermediate unit, its sales status (how many unit left) and also the package that we will get for EV4 Type A?And also SA contact number.Thanks to all sifu-sifus.","Jul 29 2017, 07:08 PM"
Elmina by Sime Darby v2,Bali ais,Not much of subsale I see from iproperty. Seems like holding power still strong.,"Jul 29 2017, 10:35 PM"
Elmina by Sime Darby v2,BRE,Mbsa dont care abt subsale owner's objection if d required % of 1st hand owners have consented i thnk.,"Jul 29 2017, 11:59 PM"
Elmina by Sime Darby v2,elmond,"4/29/2017 satellite shows progress of kwasa damansara, hopefully persiaran atmosfera connected soon.","Jul 30 2017, 12:14 AM"
Elmina by Sime Darby v2,elmond,satellite image shows city of elmina includeselmina west - development of elmina valley & land clearing of elmina city centerelmina east - land clearing of elmina city square & elmina crescentdenai alam - DASH progress at south4/29/2017 & 11/12/2015,"Jul 30 2017, 01:40 AM"
Elmina by Sime Darby v2,lemina,"Nice find..Btw, elmond , do you know what type of houses are they building at Elmna Crescent ?","Jul 30 2017, 03:04 AM"
Elmina by Sime Darby v2,Kong78,"Dear SD Prime members:Anyone of you are facing problem when login Prime acc? e.g. unable view the progress payment or statement accountI am facing the problem for few months and made complain one month ago, SD side told they are fixing the issue but can't provide the specific date when can be solved.","Jul 30 2017, 10:46 AM"
Elmina by Sime Darby v2,elmond,"no idea, it's suppose be pr1ma or rumah selangorkuhttp://www.thesundaily.my/news/242657","Jul 30 2017, 12:25 PM"
Elmina by Sime Darby v2,silentsunami,"Bro, how u view latest google satellite image? I check it's still old image","Jul 30 2017, 02:58 PM"
Elmina by Sime Darby v2,elmond,"under the menu, View -> Historical Imagery","Jul 30 2017, 06:26 PM"
Elmina by Sime Darby v2,easywin3,Why one would pay such big sub sale amount and then not willing to have fencing ?All he need to do is don't pay monthly maintenance fee but yet enjoying fencing benefit,"Jul 31 2017, 04:32 PM"
Elmina by Sime Darby v2,silentsunami,Thanks man,"Aug 1 2017, 09:36 AM"
Elmina by Sime Darby v2,8sg9ft,Only can do so on google earth desktop application?,"Aug 2 2017, 11:46 AM"
Elmina by Sime Darby v2,elmond,"yes, i am using desktop version","Aug 2 2017, 11:47 AM"
Elmina by Sime Darby v2,Bali ais,Replying to an old discussion. Entry price for subsale of EG is same as EV4 now. Any reason to get EV4 instead of a VP EG? It would be great if any of the EV4 owner can share your view.,"Aug 2 2017, 12:05 PM"
Elmina by Sime Darby v2,qwerty223,of course EG lo. Price same means people are burning ass to let go with merely recovering inflation. What you save on developer unit is free mot and lawyer which account for 20k + cash 10% down.,"Aug 2 2017, 02:50 PM"
Elmina by Sime Darby v2,Syamoes,"There multiple reason why buyers choose to go with EV vs EG. Previously, I also look arround EG before make my mind on EV. Here is the reason;1. I'm interested on Clusia. Very nice design superlink and quality finishing. But the price is more than RM 1.1 mil for intermediate. Turn me off. I rather buy smaller unit with extra land for better air flow and greenery personalization.Plus, got to prepare more money for initial buy.2. Look at Garinia. Very nice design. Price is nearly RM 900 k. Subsale, got to spend a lot of money to get the unit.3. Keana. Not my taste. Look like factory.4. EV. Decided to go with EV, 7%+2% discount. Only pay 1% and MOT. Value for money and I like the design. Very quality material. Guarded for initial 2 years by SD with perimeter fencing. Also near to matured township, Denai Alam. Feel more lively compared to EG.That is my personal opinion ya. Different people different preference.","Aug 2 2017, 03:31 PM"
Elmina by Sime Darby v2,Bali ais,Thanks qwerty223 and Syamoes!,"Aug 2 2017, 03:32 PM"
Elmina by Sime Darby v2,Jonker,"Syamoes, nice input from EV side. Anyhow, which EV that you go with? EV4?","Aug 2 2017, 04:22 PM"
Elmina by Sime Darby v2,Syamoes,End up with EV4.,"Aug 2 2017, 04:52 PM"
Elmina by Sime Darby v2,utellme,"You made a right and wise choice, but the 7% is not apply to many forumer here, therefore I will definitely go for Clusia or viana if it's affordable to me bcos not easy to find big superlink 30x100 size houses in KV now.","Aug 3 2017, 09:39 PM"
Elmina by Sime Darby v2,Cyranodbg,"I would suggest you seek opinion from your wife or partner. My mistakes in the past have always been looking at size of house, built up, price/sqft, how much down payment, $$$$ etc. All the hard and concrete factors. My wife seem to look for view, house layout, even small things like where to hang clothes and location of washing machine. At then end, if you are looking own stay, these soft factors plays a big part in your decision. If just for investment, then just go with what seem to be the best $$$ value. I chose EV4 type A. Yes. I listen to my wife Haha.","Aug 3 2017, 09:47 PM"
Elmina by Sime Darby v2,utellme,"I bought SDP Elmina house not for my wife or girlfriend lah, just for my Kids lah.","Aug 3 2017, 09:56 PM"
Elmina by Sime Darby v2,mushroom0320,Good to have father like you. Jealous. Haha,"Aug 4 2017, 08:42 AM"
Elmina by Sime Darby v2,Kelvin123@,"Taikors, need your advice.I had a unit in EG and facing a lot of issues with the kitchen sink water system.Before moving in, I replaced the kitchen sink with a new double bowl sink during the renovation and build a kitchen cabinet around that area. But the water outlet remain the same and untouched. Less than 1 week later, the water in the sink flow extremely slow and in fact water came out from the other side of the bowl.The contractor came few times and showed me the experiment that when they try to drain water directly to the outlet, the water did go down, albeit very slow initially and better after 4-5 times. Then the contractor shared the theory of wrong piping design of the sink and no issue from his side.After the design change, same thing happen. But the contractor still keep insisting that nothing wrong from their side and in fact because I have change the sinki piping design, it already void the warranty.And water will flow down very very slow and really frustrating.Will like to know- If anyone face the similar issue before? ( I suspect a partial blockage in the piping that caused this)- I had raised this few times and contractors came few times but keep insisting they have nothing to do with this- What can I do now...Really appreciate if anyone can assist..","Aug 4 2017, 09:04 AM"
